'fixed acidity','volatile acidity','citric acid','residual sugar',chlorides,'free sulfur dioxide','total sulfur dioxide',density,pH,sulphates,alcohol,quality
6.5975129036359865,0.35867801841560054,0.2229188172726645,3.2129583711693517,0.05620942549610677,27.473821812986653,114.18455453246663,0.9932883770198443,3.1102748541038654,0.34473821812986655,9.602748541038656,4
7.345578644275051,0.278355004635685,0.24810142989591,2.6278284124908,0.0541644995364315,12.39239275780675,86.21521448438651,0.9943620285979182,3.0912678736988752,0.43544213557249495,9.5,4
7.42091704890895,0.45005152141459903,0.3063008753799845,5.025244686380705,0.05226275114672685,24.1581659021821,160.1581659021821,0.996010072113845,3.3431633180436418,0.5452807836418365,10.26326636087284,4
6.838366946716521,0.1992449579925219,0.4828971987613895,3.1371372540312903,0.0373081652664174,5.691834733582604,122.6163305328348,0.9920661805317247,2.975469747955131,0.5222036413881728,10.646532213133916,4
6.609504128907562,0.37588154414005637,0.18190082578151245,1.2760330312604984,0.04247520644537812,19.77823699215688,84.03168042969187,0.9927475206445379,3.212713501170869,0.4509504128907562,10.080991742184874,4
5.821851749020769,0.42126377706008616,0.15134265686201942,1.4680559411721166,0.03556296501958462,6.663888117655767,48.663888117655766,0.9907608335647033,3.1088240560786344,0.4222685313724039,10.59916643529673,4
7.6,0.25793550916327357,0.3595871018326547,1.5834840733061888,0.03237160835061076,6.041289816734528,106.0,0.9929339362932248,3.1462839164938923,0.40206449083672646,10.437160835061077,4
6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.9950200000000001,3.16,0.38,9.4,4
6.399618374480427,0.33315488190379283,0.2094455644353999,3.788720475948212,0.03621032546025286,4.894837269873571,84.78967453974714,0.99170745787605,3.238986535250693,0.38948372698735717,11.352772177823,4
6.8490003210501955,0.19764995184247075,0.5031006099953704,3.2860044947027287,0.03725499839474903,5.745001605250975,122.50999678949805,0.992149652520244,2.9658997110548246,0.5339003531552144,10.60399871579922,4
5.9380230211146445,0.15648273416401642,0.41731956794744807,8.120920844585791,0.04642207190031804,70.85930936656065,142.11218700589126,0.99406464459121,2.999866619383765,0.3523953957770711,9.981746767738908,4
7.543515211690475,0.298703042338095,0.3600849868880932,14.275514218797632,0.06482423941547624,48.30545635071426,183.6569775197618,0.9986062791007905,3.118327381042856,0.5074060846761901,9.112969576619049,4
6.8741685263473045,0.2965345517514971,0.22370842631736523,15.058056175449101,0.06276598307035927,35.02429780688623,163.58056175449101,0.9984185421315869,3.0904859561377247,0.44604859561377247,9.07902808772455,4
6.4,0.27,0.19,1.9678179830731934,0.08432182016926808,21.0,192.60910084634034,0.99516,3.49,0.6332182016926806,9.567817983073192,4
7.631634704243822,0.28,0.6140480976568918,11.025937596264141,0.04059519023431081,58.170913239390444,179.05697107979682,0.9978601202441423,3.083987975585777,0.4474062403735859,8.811394215959364,4
6.474839837711882,0.3331396815430775,0.2037419918855941,14.924946612570627,0.06043656571998598,36.68816734286716,162.24946612570628,0.998318709959428,3.123763346857343,0.44937633468573435,9.012473306285314,4
6.404865374418199,0.27524326872090993,0.48378365639545035,7.058195565505974,0.049873878120151656,34.30089750387867,200.524326872091,0.9954188285315894,3.2019461497672794,0.54524326872091,9.574775624030332,4
6.7,0.3257154486735876,0.30726687849155,9.7086814944085,0.04061495233940125,9.8633439245775,175.20498411313375,0.9952808681494408,3.4395015886866247,0.5383842335890875,11.2633439245775,4
6.835728612234696,0.4577454871460708,0.253289439181021,8.119381701972465,0.0466710560818979,14.128542775530608,94.82135693882653,0.9956185170485593,3.218780413473162,0.4035728612234696,9.784311502022453,4
6.823690555263658,0.31165957014404466,0.22061509254394304,1.3109013492480488,0.0498721079398439,7.369671164160163,104.89098650751951,0.9923611450268164,3.270712563571293,0.4315164417919919,10.708526137343739,4
6.910858731705495,0.21171746341098846,0.5609085658602208,3.674238048835173,0.03819446048760437,6.217174634109885,121.67423804883518,0.9925228531707363,2.9286869853643953,0.5595955512246161,10.367423804883517,4
8.284795873596583,0.26847958735965827,0.44847958735965826,1.3,0.04769591747193165,7.847958735965826,71.54387620789748,0.9944,3.0891224758420504,0.6115204126403417,10.284795873596583,4
6.5557399139932455,0.32572384121728587,0.2077869956996623,14.951913304664416,0.06090848283162727,36.35108369169481,162.51913304664416,0.9983389349784982,3.117021673833896,0.44870216738338964,9.025956652332207,4
7.397952110058091,0.45877819817792553,0.30377473210639,4.843821669458917,0.052193856330174274,24.20409577988382,160.20409577988383,0.9959331395686947,3.3440819155976764,0.5482662256924482,10.281638311953527,4
7.248917053292727,0.3804331786829093,0.5808663573658186,12.02292633231817,0.047359216928054476,66.57580626950913,190.95668213170907,0.9981087373542443,3.0702165893414546,0.49,8.6,4
7.337704821499001,0.4816721678303799,0.29714753036489006,4.367868089842103,0.052013114464497,24.324590357002,160.324590357002,0.9957313111520216,3.34649180714004,0.5560983732051299,10.329836142800799,4
6.806037554520341,0.45780984105866407,0.09672450654244091,0.896724506542441,0.034098264803726776,31.289660087232544,95.0,0.9910937960523396,3.0129479441118034,0.38710339912767455,10.609826480372677,4
8.578947396737727,0.29092105475532953,0.5476315888582045,1.578947396737727,0.04660526301631136,9.394736983688636,70.60526301631137,0.9939327631104642,3.0660526301631137,0.5751315754077841,10.64868424592216,4
6.632324147721804,0.3282924134201217,0.35621931006509133,1.9701310470708915,0.03739634483224848,5.37806899349087,75.39634483224847,0.9910341517315975,3.1888406885828497,0.3281096550325457,11.518903449674543,4
6.559362865390691,0.5073504240351204,0.14637451461562762,3.9888422230307556,0.05576891988453034,15.0,96.68127426921862,0.9947494016961405,3.329003883074979,0.3663745146156276,9.15936286539069,4
6.9,0.39454911104665186,0.22,4.277254444766741,0.030227455552332593,10.0,102.0,0.993,3.0,0.8677254444766741,11.6,4
7.200207744772619,0.38374350797585566,0.25501558085794646,1.0500519361931548,0.04762461047855134,8.37538952144866,119.0,0.9927079232799741,3.0212720728820908,0.33002077447726197,10.012409111661979,4
7.590565585496509,0.4270403119798053,0.2318158851050716,5.403297251339212,0.06116510225381111,24.023586036258727,156.44103490935316,0.996435092666337,3.2585848378244764,0.4751179301812936,9.748820698187064,4
6.316221261767954,0.2839631230386744,0.2402672429392278,1.9441475078453025,0.07478433879447491,18.765900313812097,193.51336214696138,0.9949756867758895,3.49,0.5769401324530373,9.851336214696138,4
6.6368360096608265,0.5203966569568399,0.20157736251181474,6.786801264727534,0.05184226374881852,14.526327980678348,95.81581995169587,0.9953818348514963,3.2923706764254943,0.38368360096608256,9.426304817389486,4
8.380390054632011,0.40294149180519817,0.3499833009996354,11.08284129780301,0.04883008287806656,27.975487568290017,138.70752071951665,0.9977267966848773,3.192206118853899,0.3809804972683994,9.690195027316006,4
6.200293655522198,0.5821700167960537,0.13114373950246644,1.9002936555221979,0.049331375629852015,10.888562604975336,76.0,0.9926421112856915,3.399384081920437,0.4705278214229035,10.472434306766033,4
8.718824605867328,0.4301958990221121,0.3017845110756767,3.827150314307091,0.041198041009778884,14.19804100977888,60.59902050488944,0.9936831343843537,3.0121273343643726,0.2880195899022112,10.039118454400496,4
7.099876425279039,0.40962026625423764,0.13198517103348464,0.9319851710334848,0.03304044486899546,31.75980228044646,95.0,0.9913758813682679,2.9812133460698638,0.38240197719553537,10.504044486899547,4
6.390159224735239,0.33492038763238036,0.21958757360438164,8.664761162897141,0.06512372791868552,51.80318449470479,211.0984077526476,0.9972050430936725,3.2986974730030454,0.6059044651588564,9.174601938161903,4
7.1,0.21,0.28,2.7,0.034,23.0,111.0,0.99405,3.35,0.64,10.2,4
8.322837303441366,0.3486613342674573,0.33921279775810254,1.3307093258603417,0.04551968005604744,10.480319943952562,119.0,0.9949952810057617,3.1405514634906453,0.4422837303441367,9.521258679744403,4
8.230111860268842,0.2630111860268842,0.4430111860268842,1.3,0.04660223720537684,7.30111860268842,69.90335580806526,0.9944,3.121932883838695,0.6169888139731158,10.230111860268842,4
6.263258967771525,0.26448884516572874,0.4888739064686268,7.324442258286436,0.049367410322284755,35.45926290285594,199.90814741942881,0.9955645043741255,3.2114374451198655,0.55469641289139,9.455111548342714,4
7.228916800047785,0.27093106909395,0.24598030545541427,2.8823633453502873,0.05490689309060501,12.55147709084393,85.89704581831214,0.9943196061091083,3.0647538181926786,0.4471083199952215,9.5,4
6.55529486860763,0.39967025781264254,0.163906152698747,1.2089410262784739,0.042,20.357641051138955,83.5529486860763,0.9927894102627848,3.2280469236506266,0.4437412816050683,10.037412816050683,4
6.26639229426417,0.3154695112219544,0.20421748129674275,2.576194077307002,0.03285172743142344,4.515650374065145,85.96869925186971,0.990930329246883,3.200082311720749,0.37578251870325724,11.475782518703257,4
6.305840789893266,0.5227150262234814,0.012233631595730645,0.8611681579786532,0.040670089478719196,31.223363159573065,97.44672631914612,0.9915066622647859,3.1244672631914616,0.44281771058505726,10.227150262234815,4
6.671355432550198,0.31512575201623194,0.21356777162750987,14.990451810850066,0.06158290668987615,35.86935236437418,162.90451810850067,0.9983678388581375,3.1073870472874834,0.4477387047287484,9.045225905425033,4
8.323483921169029,0.2698787136935223,0.4770451763507086,1.398787136935223,0.046,7.740903527014172,69.24696784233805,0.9942345315456335,3.1202425726129555,0.6051819294597166,10.348180705402834,4
5.534290733239605,0.49191969378475287,0.08657092667603944,0.9995896857544548,0.03000410314245545,6.669402094970302,50.665298952514846,0.990626119581006,3.386160612430494,0.45322391620118796,11.13305979050297,4
6.331176022275379,0.27155880111376896,0.5022059944311552,7.438923884910542,0.04925980018562816,34.79215985149747,200.1558801113769,0.995461813987006,3.1724704089101516,0.541558801113769,9.451960037125632,4
6.491011262585229,0.4348501877097538,0.4487734044670926,6.569756569841384,0.044757490614512306,13.212546927438453,115.48501877097539,0.9962757490614512,3.2821254692743844,0.5311984983219694,9.339513139682767,4
8.65106240416987,0.2963296803127403,0.5728718414594548,1.651062404169871,0.04624468797915064,9.755312020849356,70.24468797915064,0.9938119704730154,3.0624468797915063,0.5661171994787662,10.738828005212339,4
7.6,0.23373686898765417,0.3547473737975308,1.3898949519012334,0.03672736358222225,6.525262620246917,106.0,0.9921595798076049,3.1027263641777774,0.42626313101234586,10.872736358222225,4
7.2,0.4,0.62,10.8,0.040999999999999995,70.0,189.0,0.9976,3.08,0.49,8.6,4
6.634175891073958,0.6356117260715972,0.2670879455369789,1.2109706848210071,0.031316482178520844,18.65824108926042,76.32912054463021,0.9896936808169453,3.1764560272315108,0.5758644933937845,12.516026031264754,4
8.31958604828786,0.2695668838630289,0.4758758144863583,1.395668838630289,0.046,7.7175162897271665,69.23917209657573,0.9942397546952942,3.120866232273942,0.6056496742054567,10.343503257945432,4
8.06379599692719,0.4444002906068797,0.22956939953907873,1.8318979984635955,0.06195342802150967,21.97671401075483,152.7043060046092,0.9950806985796773,3.130896320245825,0.47136204003072807,9.527240800614562,4
7.40553149920741,0.3570043301426662,0.2333872049445187,3.6185521730581547,0.03251149601268144,5.0,33.24425199365928,0.9911897200717595,3.0336171251981474,0.3562212599682964,11.62995669857334,4
7.212904256605069,0.39483829735797266,0.6096765947159453,11.122606415126711,0.04267755335865889,69.09670203764522,189.51617026420274,0.9977342042686927,3.0774191486789864,0.49,8.6,4
6.255247150895221,0.5338456268030513,0.010209886035808859,0.8510494301790443,0.04006296581074266,31.020988603580886,97.04197720716178,0.9913103589454735,3.120419772071618,0.435734601125331,10.338456268030514,4
6.432776401422151,0.37606603243778086,0.05229381517184329,1.3368867747926028,0.040196764994074374,6.459029498222311,55.0,0.9912508220746741,3.2870511897274213,0.36918058996444625,11.236064700118511,4
6.4116274393690285,0.3476745121261944,0.39302152566540366,5.0767652283937394,0.03713940862963757,8.76745121261944,148.34882318107083,0.9942460531048967,3.1606980485047775,0.5081392075583196,9.765117681892917,4
7.554164919913897,0.26541649199138967,0.6008329839827793,11.610422780301361,0.04410422780301361,58.0,168.06236899354226,0.9980750020961032,3.1456257860387464,0.45458350800861036,8.872917540043051,4
5.9850342673529005,0.3262585668382252,0.20775514010293508,1.1691609554411833,0.056766438217647326,6.383219108823665,108.61678089117633,0.9931945582544999,3.233083904455882,0.5614965732647099,9.411224299485324,4
6.668581107041944,0.2884290553520972,0.4178547232395141,5.6956642802832915,0.05207150922534953,32.54279261972037,201.84290553520972,0.9952649943542254,3.3074324428167774,0.5584290553520972,10.014301845069905,4
6.796899120058154,0.3182480703953477,0.3341240351976738,4.329922815813907,0.026062017598836924,11.381394720348922,146.01550439970924,0.9930327600533981,3.114434123191858,0.5595348680087231,10.673178064127939,4
7.920091059058723,0.31491488557646413,0.25854711016470405,1.3743467802355147,0.05050851144235359,11.608966737647197,87.78206652470561,0.9945709422032941,3.2218388770588007,0.3779908940941277,9.5,4
7.232874922974015,0.38685003081039376,0.5937000616207875,11.621873074350392,0.04527373998662203,67.6987553918189,190.31499691896062,0.9979418991989297,3.073425015405197,0.49,8.6,4
7.42306376594602,0.33948937234232984,0.5194893723423298,13.34102125531534,0.057281700425227226,57.66723680900576,192.1795748936932,0.9987466552638199,3.1256340085045444,0.5064085021261361,8.76408502126136,4
9.225788058704612,0.2738231768797139,0.5263569508241973,2.112894029352306,0.04788456928427029,16.626688697224168,119.37331130277583,0.9959386820880569,3.1299549680740224,0.6526688697224168,10.3,4
7.037321909119315,0.22746438182386303,0.367464381823863,1.6596866590411987,0.03956695227201713,26.37321909119315,138.05982863678972,0.9930022080794425,3.2619373318082396,0.5416381886242911,10.305982863678972,4
8.242851368323775,0.2642851368323774,0.4442851368323774,1.3,0.046857027366475484,7.4285136832377425,70.28554104971323,0.9944,3.1142891790057354,0.6157148631676226,10.242851368323775,4
6.428493320847967,0.3157533395760163,0.24067132646638212,8.607260018728049,0.05879860206008537,52.56986641695935,210.71506679152031,0.9968542861142411,3.225862690388862,0.5829040074912196,9.078766697880083,4
7.854719088321148,0.3138560398859498,0.22411188983880534,1.1295201329531661,0.03427200379866188,4.681601139598565,55.0,0.9909249602089264,3.0145121747384467,0.3336320227919713,11.354559924026763,4
8.348943357026558,0.348544289660736,0.35308003683353584,7.636072415183995,0.0372362859773824,4.381857011308801,83.7637140226176,0.9939389220008067,3.038924234410432,0.3381857011308801,10.63459981583232,4
8.5502655965197,0.37746016052204473,0.3790037060721157,11.231482396954739,0.04741445336233582,28.187831995649628,138.35361334058396,0.9977834218655066,3.1730951203915336,0.37248672017401496,9.77513279825985,4
9.251648390481378,0.3435494517144413,0.42892674212727805,9.421575167946708,0.03946227095871633,4.365567739679082,83.91391934919771,0.9954135604527636,2.9722527414277935,0.3329010965711174,10.19139193491977,4
6.130678096728575,0.5865016374394267,0.011044114822287227,1.2938643806542849,0.042,23.754575226171394,79.30678096728576,0.9936386438065429,3.3044779425888566,0.3842949335420006,9.442949335420007,4
6.368705004549307,0.2933597015467645,0.490762598726194,7.256474977253463,0.04872517998180277,36.51151010008476,200.1374100090986,0.9952491511847142,3.149007199272111,0.5551151010008476,9.551151010008477,4
7.096699967303069,0.2942640026157545,0.3221320013078773,3.370560104630181,0.020066000653938633,13.180199803818411,144.51650016348466,0.9919924511134584,3.07246200457757,0.6045049950954603,11.33273992806675,4
8.34709194517914,0.24369189041169056,0.357354597258957,2.4,0.03504648767064756,16.578486575298566,147.20929753412952,0.9931814509369239,3.035261621917662,0.5500291835644241,10.57936208223129,4
6.878909440007807,0.29068940796642867,0.27672832002342185,1.7734566400468437,0.0461635839988289,25.0,135.36728320023423,0.9933333845760617,3.2804732160109302,0.5557098240163952,10.121090559992192,4
7.6,0.2564743143230804,0.35929486286461604,1.5717945145846428,0.03263462342184554,6.070513713538393,106.0,0.9928871780583386,3.1436537657815444,0.40352568567691965,10.463462342184554,4
7.332714132538905,0.5511313237156519,0.14479101973188052,2.760319858523779,0.06567750268056916,24.668214668652737,154.82946332836815,0.9954810422903939,3.219907119880836,0.47834107334326365,9.716589266567363,4
7.475690063840819,0.3375690063840819,0.25782728651673287,3.9431880886101944,0.03172929808477543,4.837933758938792,33.59483439734698,0.9909492074141983,3.0124309936159177,0.3737756304902027,11.856723184371424,4
6.96018228646671,0.24,0.1908076651018928,1.3284412239523495,0.04514676328142951,8.829352656285902,61.9431175520953,0.9937554054740099,3.375449404167624,0.46260528177238913,10.219453140599867,4
7.22604784007287,0.20131138878688343,0.4313113887868834,4.1431731525683855,0.04430599071693946,35.7395215992713,162.7395215992713,0.9945437129595628,3.258742591912556,0.585209568014574,10.769400928306053,4
6.653395692694595,0.28520374156167566,0.24067913853891884,1.5959251687664868,0.06878267566754596,22.520374156167566,192.45246030227568,0.9943795412665007,3.3886417229221624,0.5893208614610812,9.702716554155675,4
9.396194858714741,0.2896466654520832,0.5494835879684293,2.198097429357371,0.049953794712964725,16.991846125817304,119.0081538741827,0.9961942922880721,3.120217436644872,0.6891846125817304,10.3,4
6.14153659105097,0.3130772348248382,0.34507804536941744,1.8138455303503236,0.055707480319110034,14.10764242802589,199.44617878598706,0.9945913805003121,3.49,0.46769106070064725,10.361544696496765,4
7.304583358808332,0.18717499541450017,0.4171749954145002,4.755750198704993,0.04100749893005004,34.954166411916674,161.95416641191667,0.9940724998471501,3.164499969430001,0.6009166717616665,11.099250106994996,4
8.914851054997506,0.2828769608143784,0.5958471718138794,9.69652036171343,0.062069592765731395,39.54059578000998,221.71230391856216,0.9977834569005288,3.1636888764145783,0.48816693067159256,9.848260180856714,4
8.131267285135852,0.2850921649686494,0.28654378004180076,1.0149078350313507,0.04259631340125403,35.254608248432476,108.26912439916399,0.9922973870928683,3.0538917044801446,0.347163594501045,10.131267285135852,4
8.618463260972096,0.310543578260186,0.22413303476483654,5.5728210869906984,0.03927178913009301,27.510779565832582,66.8912843479628,0.9931560641566776,2.9638050478213023,0.5140206391379538,11.086972521629763,4
6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,4
6.546240546765706,0.37515036195123597,0.3446240546765706,4.959022525980948,0.04869172968822862,44.30827031177137,200.4360901039238,0.994533082864899,3.260451166744387,0.6640977474019052,10.359022525980947,4
7.471406649043626,0.5031066385240005,0.2800618258570908,5.2217925066763895,0.04933539419523636,7.664605804763641,176.99381741429093,0.995046831535619,3.143230290238182,0.4034775936665451,9.500618258570908,4
6.792854073709321,0.3039883765766456,0.21964270368546604,15.030951357903108,0.06229164876330437,35.363108026211165,163.30951357903106,0.9983982135184273,3.097262160524223,0.44672621605242235,9.065475678951554,4
7.612375999044414,0.36908681430107193,0.28216579983277246,1.1696605715650836,0.038544908573476255,11.030939997611036,55.57584857108729,0.9917243015712067,3.133902085854211,0.35120757144563547,10.796906000238897,4
7.2,0.4,0.62,10.8,0.040999999999999995,70.0,189.0,0.9976,3.08,0.49,8.6,4
6.2725260614615985,0.2713736969269201,0.4742838799000779,8.328059371267642,0.04968684846346004,34.862630307307995,198.48893338038792,0.9958124346563146,3.172363272342281,0.5248893338038791,9.345052122923198,4
6.552363721215609,0.3357091163646827,0.32814520847473405,9.309093030390224,0.043803665213307044,16.429088363531733,84.85817672706347,0.993764949221973,3.172872650905952,0.5753087430160033,11.23381580596295,4
6.3883172184918635,0.3432869095212773,0.2725544812327909,6.973668652722138,0.05295641501376727,57.35048344524409,208.5108962465582,0.995380992935607,3.1570096689048817,0.5325544812327909,9.23504834452441,4
6.360804365183086,0.2730402182591543,0.4947989087042285,7.285844113220722,0.049506703043192386,34.59463756544609,200.30402182591544,0.9954445307869765,3.1843217460732345,0.5430402182591544,9.501340608638477,4
6.9592779542344765,0.20481948855861917,0.5229386594951803,3.1701086407173262,0.03937111816937907,6.0,124.96389771172383,0.9921854405814581,2.991133545081372,0.5514693297475901,10.637111816937907,4
6.508171703866315,0.40498060446395784,0.25326868154652615,7.259529391389267,0.0662606675448232,48.334626369069476,207.42022251494106,0.996268867385291,3.3076260709842744,0.6558365659226737,9.857977748505894,4
6.424218269249144,0.3154690384505139,0.2089454326877141,5.223053365136562,0.05471489903634849,7.136725961262846,115.13672596126284,0.9950074187501194,3.212109134624572,0.35,9.20625384600685,4
7.582438237288026,0.2691219118644013,0.23559637719567528,1.1941021386749042,0.04494102138674904,10.588467919876436,61.73525534668726,0.9935764085546996,3.268807245608649,0.4196985158705795,10.179423395993823,4
6.126832612816244,0.3155278978639593,0.35390043231025337,1.817888408544163,0.05395158740978687,13.715536341766516,199.19502161551267,0.9945590317481958,3.49,0.45699398811695474,10.419502161551266,4
7.204290558965124,0.28869819737932784,0.4173963947586557,11.051925755515537,0.030695270393100826,14.08727467241598,91.13018026206721,0.9952353435677566,3.055665536241471,0.5317601283794546,11.213164375518073,4
8.532371642302552,0.2587009920592167,0.3435463827828962,1.880618437105282,0.04277526251578872,27.09690781447359,175.29072344342077,0.9949484539072367,3.277401984118433,0.45257730463816026,9.677319139144808,4
6.07152467350287,0.40152467350286936,0.12278026119770456,2.2489909282198726,0.03564237663248566,5.357623367514346,83.56950652994261,0.9916398094705906,3.265695065299426,0.3821188316242827,10.784753264971307,4
7.1,0.21,0.28,2.7,0.034,23.0,111.0,0.99405,3.35,0.64,10.2,4
6.321323360732658,0.28311277321122363,0.23720598356040515,1.9475489071551055,0.07534556968059239,18.901956286204218,193.36029917802026,0.9949869113936118,3.49,0.5801714617973501,9.836029917802026,4
7.00191902095619,0.27,0.283269365968127,2.345237599322542,0.03051954172669208,3.980809790438097,88.6730634031873,0.991450255175179,3.0775052727569525,0.35884858742628584,11.138450722549841,4
6.287238287551149,0.24467929456457835,0.37382851373465503,1.7617148626534498,0.031085078082992334,6.1276171244885,61.170156165984665,0.9896846859450614,3.29744765751023,0.34042539041496167,12.195746095850383,4
6.820368443571661,0.5342432483509206,0.27157002317702167,6.806929006955956,0.04905233410590072,7.947665894099278,177.84299768229783,0.9950241867284721,3.157383294704964,0.38366338741305056,9.415700231770217,4
6.9963927733069164,0.20963927733069165,0.5497114218645532,11.397114218645534,0.048014428906772336,61.693119662415945,158.62818958194043,0.9973543727263587,3.0827080807065323,0.41971142186455335,9.03429526045149,4
6.297905484703123,0.27010472576484384,0.5072771301140602,7.655504655367233,0.04905236288242192,34.98952742351562,199.8848016586718,0.9955053436350921,3.160942531883595,0.5388480165867178,9.395810969406247,4
7.996281760414444,0.2310678898888755,0.3615304618531264,1.5860786813936016,0.049505837349151725,8.860786813936015,101.27842637212797,0.9940000000000001,3.1393515160564713,0.6151967034840038,10.90510153951042,4
6.849036257308604,0.21471087719258122,0.29451812865430205,1.678103508758889,0.0352259064327151,19.0,67.63222807018548,0.9902980725146172,3.126515029240134,0.3749036257308604,11.810331578944359,4
7.995195684056704,0.3457515448741319,0.32701441882523086,6.937886218532968,0.037050102991608796,4.474948504195604,83.9498970083912,0.9935339740067491,3.0752299166362858,0.3474948504195604,10.764927905873845,4
5.524203201213659,0.41878983993931707,0.0747680683807107,1.1960870862344253,0.033163773736825095,6.320290287448085,52.28116114979234,0.9909489712695944,3.465159359757268,0.44797097125519153,11.2,4
6.159512519995486,0.39118330554859093,0.15990717858038303,1.0861368948387826,0.02983178630967305,5.445475793551299,52.1090484128974,0.990771090484129,3.3436427380653897,0.43563806348410394,11.25545242064487,4
7.6,0.24599761518953675,0.3571995230379073,1.487980921516294,0.03452042926588339,6.280047696209265,106.0,0.9925519236860652,3.124795707341166,0.41400238481046325,10.65204292658834,4
7.698599438398155,0.2800700280800923,0.6274089610365856,11.126960810835527,0.03919607862425838,57.92296911189849,178.99299719199078,0.9979033613478444,3.079719887679631,0.4403501404004614,8.802801123203691,4
6.566927684377354,0.34007830531320604,0.285909715305675,9.673192109433836,0.04875541268830017,15.992169468679396,83.9843389373588,0.9944115891863544,3.159765084060382,0.5155964940528509,10.826024837434103,4
6.640806732657538,0.1740806732657538,0.521264538612603,11.11264538612603,0.04943677306936985,64.30075062717806,154.83527181501373,0.9967996585029457,3.021073166993973,0.3912645386126031,9.129118204624657,4
8.059239527463303,0.3568987647667718,0.31944296455974774,1.2648098818658258,0.04601392588600631,9.986074113993695,119.0,0.9944582005372065,3.112544199792976,0.4159239527463303,9.636582706734805,4
6.818084492057787,0.20542534761733627,0.27904224602889377,1.376323797563428,0.03445211230144469,19.0,67.86436630956659,0.9902361689841156,3.1350267646841083,0.3718084492057787,11.740690107130021,4
7.261098121596494,0.31610981215964945,0.4151947108292376,4.765790533880105,0.038167056352105176,3.407320810643295,30.018302026608236,0.9906773909540223,3.0338901878403504,0.49537773109531996,12.357437716274847,4
6.444889532135389,0.3075552339323053,0.2496892426744642,8.582665701796916,0.056093227197660744,52.89779064270779,210.5511046786461,0.9967042607809612,3.19470988894276,0.5730662807187664,9.037776169661527,4
6.110386280395581,0.39017060023269334,0.013338342214466004,1.3839020007756444,0.04154005716501842,6.862017149505524,55.0,0.991324703144076,3.3488426295908473,0.3772403429901105,11.209198856699631,4
6.853198210656431,0.5472761252540498,0.18076757055754356,0.9234008946717842,0.03220842326146639,27.765991053282157,84.27238747459502,0.9931727612525405,3.1970202684015354,0.3348081073606141,9.174040536803071,4
6.9,0.40843875279089553,0.22,4.207806236045522,0.03092193763954478,10.0,102.0,0.993,3.0,0.8607806236045522,11.6,4
6.529650191438462,0.2777790114863077,0.21593003828769225,1.8184897319861542,0.0759616881308154,21.777901148630768,190.48139923424617,0.9947606774103696,3.4381399234246155,0.606662965541077,9.677790114863077,4
6.822898238120891,0.30123432817225165,0.22114491190604457,15.04096607937363,0.06246690638903853,35.23792400782962,163.4096607937363,0.9984057245595302,3.0947584801565924,0.44647584801565926,9.070483039686815,4
8.283403964063233,0.2683403964063233,0.4483403964063233,1.3,0.04766807928126465,7.834039640632325,71.50211892189698,0.9944,3.0899576215620606,0.6116596035936768,10.283403964063233,4
7.871290084884565,0.235821525976671,0.32835694804665805,1.5295053446512754,0.048409893106974494,11.114839660461739,99.23763361628188,0.9940000000000001,3.1163957242789797,0.5548322152792218,10.536042757210202,4
9.089925979392254,0.3371851770490049,0.5419111125058849,2.146074083372566,0.05,17.0,120.21333312411727,0.9959842963334903,3.1456148103980315,0.6751703729274555,10.340444437470577,4
7.205506354958269,0.4034655368963078,0.24283403943980764,2.905506354958269,0.04262995763361154,9.771659605601924,76.0,0.9922623642659046,3.1927570270363557,0.3755910664761635,11.198421256358749,4
6.016463315131293,0.5864252887088351,0.11791158287828232,1.7477895719570584,0.04853810801479763,11.0,75.79115828782824,0.9924857772076802,3.426265251365153,0.486265251365153,10.483536684868707,4
8.324888481279125,0.19650966495580915,0.4069806700883817,1.5899851308372168,0.047200297383255665,9.3004460748835,100.74962827093042,0.9940000000000001,3.0680118953302267,0.6364799266302426,11.019881046697733,4
8.095800124275856,0.2305599834298859,0.37944001657011406,2.1475597763034595,0.0435524014084597,9.202799917149429,101.20279991714943,0.9937972000828507,3.0478320049710343,0.6946159817728745,11.201399958574715,4
8.6,0.34,0.36,1.4,0.045,11.0,119.0,0.99556,3.17,0.47,9.4,4
6.77653935895326,0.3077093618242996,0.45541872364859914,9.19833722213079,0.027843595726355065,16.46367022803745,89.22906381757004,0.9929302398788037,3.155474149577573,0.6886022350504717,12.11619468665423,4
7.2,0.4,0.62,10.8,0.040999999999999995,70.0,189.0,0.9976,3.08,0.49,8.6,4
6.8,0.27239242584127243,0.31222891507407563,1.2,0.040032702153439376,15.983648923280315,67.39672978465606,0.9912255593660847,3.0857056806190455,0.43032702153439367,11.036402763121668,4
8.286695549835876,0.2686695549835876,0.44866955498358757,1.3,0.04773391099671751,7.866955498358754,71.60086649507626,0.9944,3.0879826700984747,0.6113304450164124,10.286695549835876,4
7.420692962437329,0.28,0.5648283579020433,10.797417375973772,0.045517164209795666,58.69826759390668,179.23275586463555,0.9977370708947552,3.096292910524489,0.4702582624026227,8.846551172927112,4
8.5688817979838,0.2901661348487849,0.5441086292943296,1.5688817979837988,0.04665559101008101,9.344408989918994,70.65559101008101,0.9939496229883771,3.06655591010081,0.5763897752520252,10.63610224747975,4
